iter	Passed	Remaining
1693	4522	3486
1694	4524	3483
1695	4528	3481
1696	4530	3478
1697	4532	3475
1698	4536	3473
1699	4540	3471
1700	4544	3470
1701	4548	3468
1702	4552	3467
1703	4553	3463
1704	4556	3460
1705	4557	3457
1706	4559	3453
1707	4561	3450
1708	4562	3446
1709	4564	3443
1710	4565	3439
1711	4567	3436
1712	4569	3432
1713	4571	3429
1714	4572	3426
1715	4574	3423
1716	4576	3419
1717	4578	3416
1718	4580	3413
1719	4581	3409
1720	4583	3405
1721	4585	3403
1722	4587	3400
1723	4589	3396
1724	4591	3393
1725	4593	3390
1726	4595	3387
1727	4598	3385
1728	4601	3382
1729	4604	3380
1730	4606	3377
1731	4610	3375
1732	4614	3373
1733	4618	3371
1734	4621	3369
1735	4624	3366
1736	4626	3364
1737	4630	3362
1738	4632	3358
1739	4634	3355
1740	4635	3352
1741	4638	3349
1742	4639	3345
1743	4640	3342
1744	4642	3338
1745	4643	3335
1746	4644	3331
1747	4646	3327
1748	4647	3324
1749	4649	3320
1750	4651	3317
1751	4652	3314
1752	4654	3310
1753	4656	3307
1754	4657	3304
1755	4658	3300
1756	4660	3297
1757	4661	3293
1758	4663	3290
1759	4665	3287
1760	4667	3283
1761	4669	3280
1762	4671	3277
1763	4673	3274
1764	4674	3271
1765	4678	3269
1766	4683	3268
1767	4686	3266
1768	4691	3264
1769	4694	3262
1770	4697	3260
1771	4700	3257
1772	4705	3256
1773	4708	3254
1774	4712	3252
1775	4715	3250
1776	4718	3247
1777	4722	3245
1778	4725	3243
1779	4730	3242
1780	4732	3239
1781	4736	3237
1782	4739	3234
1783	4742	3232
1784	4744	3229
1785	4746	3226
1786	4747	3222
1787	4749	3219
1788	4751	3216
1789	4753	3213
1790	4754	3209
1791	4756	3206
1792	4758	3203
1793	4761	3200
1794	4762	3197
1795	4763	3193
1796	4765	3190
1797	4767	3187
1798	4770	3184
1799	4771	3181
1800	4773	3177
1801	4774	3174
1802	4776	3170
1803	4777	3167
1804	4779	3164
1805	4780	3160
1806	4782	3157
1807	4784	3154
1808	4785	3150
1809	4787	3147
1810	4788	3144
1811	4790	3140
1812	4791	3137
1813	4793	3133
1814	4794	3130
1815	4795	3126
1816	4797	3123
1817	4799	3120
1818	4801	3117
1819	4807	3116
1820	4810	3114
1821	4814	3112
1822	4817	3110
1823	4819	3107
1824	4822	3105
1825	4826	3102
1826	4829	3100
1827	4832	3098
1828	4835	3095
1829	4839	3093
1830	4842	3091
1831	4846	3090
1832	4851	3088
1833	4854	3086
1834	4857	3083
1835	4860	3081
1836	4865	3080
1837	4869	3078
1838	4872	3075
1839	4875	3073
1840	4878	3071
1841	4880	3068
1842	4885	3067
1843	4890	3065
1844	4891	3062
1845	4897	3061
1846	4900	3059
1847	4903	3056
1848	4905	3053
1849	4907	3050
1850	4909	3047
1851	4911	3044
1852	4912	3041
1853	4914	3037
1854	4915	3034
1855	4917	3031
1856	4919	3027
1857	4920	3024
1858	4922	3021
1859	4924	3018
1860	4925	3014
1861	4927	3011
1862	4929	3008
1863	4930	3004
1864	4931	3001
1865	4932	2997
1866	4934	2994
1867	4936	2991
1868	4937	2987
1869	4938	2984
1870	4940	2980
1871	4941	2977
1872	4943	2974
1873	4945	2971
1874	4946	2967
1875	4947	2964
1876	4951	2962
1877	4955	2960
1878	4958	2958
1879	4961	2956
1880	4964	2953
1881	4967	2951
1882	4970	2948
1883	4974	2946
1884	4977	2944
1885	4982	2942
1886	4984	2940
1887	4987	2937
1888	4989	2934
1889	4992	2931
1890	4996	2930
1891	4999	2927
1892	5002	2925
1893	5004	2922
1894	5007	2919
1895	5010	2917
1896	5014	2915
1897	5018	2913
1898	5021	2911
1899	5026	2909
1900	5028	2907
1901	5031	2904
1902	5033	2901
1903	5038	2900
1904	5039	2896
1905	5045	2895
1906	5047	2893
1907	5050	2890
1908	5052	2887
1909	5053	2884
1910	5055	2880
1911	5057	2877
1912	5059	2874
1913	5061	2871
1914	5063	2868
1915	5065	2865
1916	5068	2863
1917	5072	2861
1918	5074	2858
1919	5079	2857
1920	5082	2854
1921	5088	2854
1922	5092	2851
1923	5097	2850
1924	5101	2848
1925	5105	2846
1926	5108	2844
1927	5111	2842
1928	5114	2839
1929	5119	2838
1930	5122	2835
1931	5124	2832
1932	5126	2829
1933	5128	2826
1934	5130	2823
1935	5132	2820
1936	5135	2818
1937	5138	2815
1938	5142	2813
1939	5146	2811
1940	5149	2809
1941	5154	2807
1942	5157	2805
1943	5161	2803
1944	5164	2801
1945	5168	2799
1946	5173	2797
1947	5177	2796
1948	5178	2792
1949	5180	2789
1950	5182	2786
1951	5184	2783
1952	5186	2780
1953	5188	2777
1954	5190	2774
1955	5191	2771
1956	5193	2767
1957	5195	2764
1958	5196	2761
1959	5200	2759
1960	5203	2757
1961	5206	2754
1962	5211	2753
1963	5214	2750
1964	5218	2748
1965	5222	2746
1966	5225	2744
1967	5228	2741
1968	5232	2739
1969	5234	2736
1970	5236	2734
1971	5239	2731
1972	5240	2727
1973	5242	2724
1974	5243	2721
1975	5246	2718
1976	5247	2715
1977	5249	2712
1978	5250	2708
1979	5252	2705
1980	5253	2702
1981	5255	2699
1982	5256	2696
1983	5258	2692
1984	5260	2689
1985	5261	2686
1986	5263	2683
1987	5264	2680
1988	5266	2677
1989	5268	2673
1990	5269	2670
1991	5270	2667
1992	5273	2664
1993	5276	2662
1994	5279	2659
1995	5281	2656
1996	5283	2653
1997	5284	2650
1998	5287	2647
1999	5289	2644
2000	5291	2641
2001	5293	2638
2002	5296	2636
2003	5298	2633
2004	5301	2630
2005	5303	2628
2006	5305	2625
2007	5307	2621
2008	5308	2618
2009	5311	2615
2010	5314	2613
2011	5316	2610
2012	5318	2607
2013	5319	2604
2014	5321	2601
2015	5324	2598
2016	5325	2595
2017	5327	2592
2018	5329	2589
2019	5331	2586
2020	5333	2583
2021	5336	2580
2022	5338	2578
2023	5340	2575
2024	5341	2571
2025	5343	2569
2026	5345	2566
2027	5348	2563
2028	5349	2560
2029	5351	2556
2030	5352	2553
2031	5353	2550
2032	5354	2547
2033	5357	2544
2034	5359	2541
2035	5362	2538
2036	5363	2535
2037	5365	2532
2038	5367	2529
2039	5369	2526
2040	5371	2523
2041	5373	2520
2042	5375	2518
2043	5377	2515
2044	5380	2512
2045	5381	2509
2046	5383	2506
2047	5385	2503
2048	5387	2500
2049	5390	2498
2050	5392	2495
2051	5395	2492
2052	5397	2489
2053	5399	2486
2054	5401	2484
2055	5404	2481
2056	5407	2478
2057	5409	2476
2058	5410	2472
2059	5414	2470
2060	5418	2468
2061	5422	2466
2062	5425	2464
2063	5428	2461
2064	5431	2459
2065	5435	2457
2066	5437	2454
2067	5439	2451
2068	5441	2448
2069	5443	2445
2070	5446	2442
2071	5447	2440
2072	5449	2436
2073	5451	2433
2074	5453	2430
2075	5454	2427
2076	5457	2425
2077	5458	2421
2078	5460	2418
2079	5462	2415
2080	5463	2412
2081	5465	2409
2082	5466	2406
2083	5468	2403
2084	5470	2400
2085	5472	2397
2086	5473	2394
2087	5475	2391
2088	5476	2388
2089	5478	2385
2090	5480	2382
2091	5482	2379
2092	5483	2376
2093	5485	2373
2094	5487	2370
2095	5489	2367
2096	5491	2364
2097	5492	2361
2098	5493	2358
2099	5495	2355
2100	5497	2352
2101	5499	2349
2102	5500	2346
2103	5502	2343
2104	5505	2340
2105	5508	2338
2106	5511	2335
2107	5514	2333
2108	5518	2331
2109	5522	2329
2110	5524	2326
2111	5526	2323
2112	5527	2320
2113	5530	2317
2114	5533	2315
2115	5535	2312
2116	5539	2310
2117	5541	2307
2118	5545	2305
2119	5547	2302
2120	5549	2299
2121	5550	2296
2122	5553	2294
2123	5554	2291
2124	5556	2287
2125	5558	2285
2126	5560	2282
2127	5561	2279
2128	5563	2275
2129	5564	2272
2130	5566	2269
2131	5567	2266
2132	5569	2263
2133	5571	2260
2134	5572	2257
2135	5573	2254
2136	5575	2251
2137	5576	2248
2138	5578	2245
2139	5580	2242
2140	5582	2239
2141	5585	2237
2142	5587	2234
2143	5588	2231
2144	5590	2228
2145	5591	2225
2146	5593	2222
2147	5594	2219
2148	5596	2216
2149	5598	2213
2150	5599	2210
2151	5601	2207
2152	5604	2204
2153	5606	2201
2154	5607	2198
2155	5609	2196
2156	5611	2192
2157	5612	2190
2158	5614	2187
2159	5615	2183
2160	5617	2181
2161	5619	2178
2162	5620	2175
2163	5621	2171
2164	5623	2168
2165	5624	2165
2166	5626	2162
2167	5628	2159
2168	5629	2156
2169	5631	2153
2170	5632	2150
2171	5634	2147
2172	5635	2144
2173	5637	2141
2174	5639	2138
2175	5640	2136
2176	5642	2132
2177	5644	2130
2178	5645	2127
2179	5647	2124
2180	5648	2121
2181	5650	2118
2182	5652	2115
2183	5654	2112
2184	5656	2109
2185	5658	2106
2186	5659	2103
2187	5660	2100
2188	5662	2097
2189	5663	2094
2190	5665	2091
2191	5666	2088
2192	5667	2085
2193	5669	2082
2194	5670	2079
2195	5671	2076
2196	5673	2073
2197	5675	2070
2198	5677	2067
2199	5679	2065
2200	5681	2062
2201	5682	2059
2202	5684	2056
2203	5686	2053
2204	5687	2050
2205	5688	2047
2206	5691	2044
2207	5692	2041
2208	5693	2038
2209	5694	2035
2210	5696	2032
2211	5697	2029
2212	5699	2026
2213	5702	2024
2214	5703	2021
2215	5705	2018
2216	5708	2015
2217	5709	2013
2218	5711	2010
2219	5713	2007
2220	5715	2004
2221	5717	2001
2222	5719	1998
2223	5721	1996
2224	5722	1993
2225	5724	1990
2226	5725	1987
2227	5727	1984
2228	5728	1981
2229	5731	1978
2230	5733	1976
2231	5735	1973
2232	5737	1970
2233	5739	1967
2234	5741	1965
2235	5743	1962
2236	5745	1959
2237	5747	1956
2238	5749	1954
2239	5751	1951
2240	5753	1948
2241	5756	1946
2242	5758	1943
2243	5760	1940
2244	5762	1937
2245	5763	1934
2246	5766	1932
2247	5767	1929
2248	5769	1926
2249	5772	1924
2250	5774	1921
2251	5776	1918
2252	5777	1915
2253	5779	1912
2254	5780	1909
2255	5782	1906
2256	5783	1903
2257	5784	1900
2258	5786	1897
2259	5788	1895
2260	5790	1892
2261	5792	1889
2262	5795	1887
2263	5796	1884
2264	5799	1881
2265	5801	1879
2266	5802	1876
2267	5804	1873
2268	5806	1870
2269	5808	1867
2270	5809	1864
2271	5810	1861
2272	5813	1859
2273	5814	1856
2274	5816	1853
2275	5818	1850
2276	5820	1848
2277	5823	1845
2278	5825	1843
2279	5828	1840
2280	5830	1837
2281	5831	1834
2282	5833	1832
2283	5835	1829
2284	5837	1826
2285	5842	1824
2286	5843	1821
2287	5844	1818
2288	5846	1815
2289	5847	1813
2290	5848	1810
2291	5850	1807
2292	5852	1804
2293	5853	1801
2294	5855	1798
2295	5856	1795
2296	5857	1792
2297	5859	1789
2298	5860	1786
2299	5861	1784
2300	5863	1781
2301	5865	1778
2302	5866	1775
2303	5868	1772
2304	5869	1769
2305	5871	1766
2306	5872	1764
2307	5874	1761
2308	5876	1758
2309	5878	1755
2310	5880	1753
2311	5882	1750
2312	5883	1747
2313	5885	1744
2314	5886	1741
2315	5888	1739
2316	5890	1736
2317	5891	1733
2318	5893	1730
2319	5895	1728
2320	5897	1725
2321	5898	1722
2322	5899	1719
2323	5901	1716
2324	5902	1713
2325	5904	1710
2326	5905	1707
2327	5907	1705
2328	5908	1702
2329	5910	1699
2330	5911	1696
2331	5913	1693
2332	5914	1690
2333	5916	1688
2334	5918	1685
2335	5920	1682
2336	5921	1679
2337	5924	1677
2338	5925	1674
2339	5927	1671
2340	5928	1668
2341	5930	1666
2342	5932	1663
2343	5933	1660
2344	5935	1657
2345	5936	1654
2346	5938	1652
2347	5939	1649
2348	5941	1646
2349	5942	1643
2350	5943	1640
2351	5945	1637
2352	5946	1635
2353	5948	1632
2354	5949	1629
2355	5950	1626
2356	5952	1623
2357	5954	1621
2358	5956	1618
2359	5958	1615
2360	5959	1613
2361	5961	1610
2362	5962	1607
2363	5964	1604
2364	5965	1601
2365	5967	1598
2366	5968	1596
2367	5970	1593
2368	5971	1590
2369	5973	1587
2370	5974	1585
2371	5976	1582
2372	5977	1579
2373	5979	1576
2374	5980	1573
2375	5982	1571
2376	5983	1568
2377	5984	1565
2378	5986	1562
2379	5987	1559
2380	5988	1556
2381	5991	1554
2382	5993	1551
2383	5994	1548
2384	5996	1546
2385	5997	1543
2386	5999	1540
2387	6001	1538
2388	6002	1535
2389	6004	1532
2390	6006	1529
2391	6007	1527
2392	6009	1524
2393	6011	1521
2394	6012	1518
2395	6014	1516
2396	6015	1513
2397	6017	1510
2398	6018	1507
2399	6019	1504
2400	6020	1502
2401	6022	1499
2402	6023	1496
2403	6025	1493
2404	6026	1491
2405	6028	1488
2406	6029	1485
2407	6031	1482
2408	6032	1479
2409	6033	1477
2410	6035	1474
2411	6036	1471
2412	6037	1468
2413	6039	1466
2414	6040	1463
2415	6042	1460
2416	6043	1457
2417	6045	1455
2418	6046	1452
2419	6048	1449
2420	6050	1446
2421	6051	1444
2422	6053	1441
2423	6054	1438
2424	6056	1436
2425	6057	1433
2426	6059	1430
2427	6060	1427
2428	6062	1425
2429	6063	1422
2430	6065	1419
2431	6066	1416
2432	6067	1414
2433	6069	1411
2434	6070	1408
2435	6072	1405
2436	6073	1403
2437	6075	1400
2438	6077	1397
2439	6078	1395
2440	6080	1392
2441	6081	1389
2442	6083	1387
2443	6085	1384
2444	6087	1381
2445	6088	1378
2446	6089	1376
2447	6092	1373
2448	6093	1370
2449	6094	1368
2450	6096	1365
2451	6097	1362
2452	6099	1360
2453	6100	1357
2454	6102	1354
2455	6103	1351
2456	6105	1349
2457	6106	1346
2458	6107	1343
2459	6109	1341
2460	6111	1338
2461	6113	1335
2462	6114	1333
2463	6116	1330
2464	6118	1327
2465	6119	1325
2466	6120	1322
2467	6121	1319
2468	6123	1317
2469	6125	1314
2470	6126	1311
2471	6128	1309
2472	6130	1306
2473	6132	1303
2474	6134	1301
2475	6136	1298
2476	6137	1295
2477	6139	1293
2478	6140	1290
2479	6142	1287
2480	6144	1285
2481	6145	1282
2482	6147	1279
2483	6148	1277
2484	6150	1274
2485	6151	1271
2486	6152	1269
2487	6154	1266
2488	6156	1263
2489	6158	1261
2490	6159	1258
2491	6161	1255
2492	6162	1253
2493	6163	1250
2494	6165	1247
2495	6167	1245
2496	6168	1242
2497	6169	1239
2498	6171	1237
2499	6172	1234
2500	6174	1231
2501	6176	1229
2502	6177	1226
2503	6178	1223
2504	6180	1221
2505	6181	1218
2506	6183	1215
2507	6184	1213
2508	6186	1210
2509	6187	1207
2510	6189	1205
2511	6190	1202
2512	6191	1199
2513	6193	1197
2514	6194	1194
2515	6195	1191
2516	6197	1189
2517	6198	1186
2518	6200	1183
2519	6201	1181
2520	6202	1178
2521	6204	1175
2522	6205	1173
2523	6207	1170
2524	6208	1167
2525	6210	1165
2526	6211	1162
2527	6213	1160
2528	6215	1157
2529	6216	1154
2530	6218	1152
2531	6220	1149
2532	6222	1147
2533	6223	1144
2534	6225	1141
2535	6226	1139
2536	6227	1136
2537	6229	1133
2538	6230	1131
2539	6232	1128
2540	6234	1126
2541	6236	1123
2542	6237	1120
2543	6239	1118
2544	6241	1115
2545	6242	1113
2546	6244	1110
2547	6245	1107
2548	6247	1105
2549	6249	1102
2550	6251	1100
2551	6252	1097
2552	6254	1095
2553	6256	1092
2554	6257	1089
2555	6259	1087
2556	6261	1084
2557	6262	1082
2558	6265	1079
2559	6266	1077
2560	6268	1074
2561	6270	1071
2562	6271	1069
2563	6272	1066
2564	6274	1064
2565	6276	1061
2566	6277	1058
2567	6279	1056
2568	6283	1054
2569	6284	1051
2570	6286	1049
2571	6288	1046
2572	6289	1043
2573	6291	1041
2574	6293	1038
2575	6294	1036
2576	6296	1033
2577	6297	1030
2578	6299	1028
2579	6301	1025
2580	6303	1023
2581	6304	1020
2582	6306	1018
2583	6307	1015
2584	6309	1012
2585	6310	1010
2586	6312	1007
2587	6313	1005
2588	6314	1002
2589	6316	999
2590	6318	997
2591	6319	994
2592	6322	992
2593	6323	989
2594	6325	987
2595	6326	984
2596	6328	982
2597	6329	979
2598	6330	976
2599	6332	974
2600	6334	971
2601	6335	969
2602	6337	966
2603	6338	963
2604	6340	961
2605	6342	958
2606	6344	956
2607	6345	953
2608	6347	951
2609	6348	948
2610	6350	946
2611	6351	943
2612	6353	940
2613	6355	938
2614	6357	935
2615	6358	933
2616	6359	930
2617	6360	928
2618	6362	925
2619	6363	922
2620	6365	920
2621	6366	917
2622	6368	915
2623	6369	912
2624	6371	910
2625	6373	907
2626	6375	905
2627	6376	902
2628	6378	900
2629	6379	897
2630	6381	895
2631	6383	892
2632	6385	890
2633	6387	887
2634	6388	884
2635	6390	882
2636	6391	879
2637	6392	877
2638	6394	874
2639	6396	872
2640	6397	869
2641	6399	867
2642	6401	864
2643	6403	862
2644	6404	859
2645	6406	857
2646	6408	854
2647	6409	852
2648	6411	849
2649	6413	847
2650	6414	844
2651	6416	841
2652	6418	839
2653	6420	837
2654	6422	834
2655	6423	832
2656	6426	829
2657	6427	827
2658	6429	824
2659	6432	822
2660	6434	819
2661	6436	817
2662	6437	814
2663	6441	812
2664	6443	810
2665	6448	807
2666	6451	805
2667	6453	803
2668	6455	800
2669	6456	798
2670	6458	795
2671	6459	792
2672	6460	790
2673	6462	787
2674	6465	785
2675	6467	783
2676	6469	780
2677	6470	778
2678	6471	775
2679	6473	772
2680	6474	770
2681	6476	767
2682	6478	765
2683	6479	762
2684	6481	760
2685	6483	757
2686	6484	755
2687	6486	752
2688	6487	750
2689	6489	747
2690	6490	745
2691	6492	742
2692	6493	740
2693	6494	737
2694	6496	735
2695	6498	732
2696	6500	730
2697	6501	727
2698	6503	725
2699	6504	722
2700	6506	720
2701	6507	717
2702	6509	715
2703	6511	712
2704	6513	710
2705	6515	707
2706	6516	705
2707	6518	702
2708	6520	700
2709	6523	698
2710	6525	695
2711	6527	693
2712	6529	690
2713	6531	688
2714	6533	685
2715	6534	683
2716	6536	680
2717	6538	678
2718	6556	677
2719	6565	675
2720	6569	673
2721	6574	671
2722	6578	669
2723	6581	666
2724	6584	664
2725	6588	662
2726	6591	659
2727	6593	657
2728	6598	655
2729	6601	652
2730	6603	650
2731	6604	647
2732	6606	645
2733	6608	642
2734	6610	640
2735	6612	638
2736	6613	635
2737	6614	632
2738	6616	630
2739	6617	627
2740	6618	625
2741	6619	622
2742	6621	620
2743	6622	617
2744	6623	615
2745	6624	612
2746	6626	610
2747	6627	607
2748	6628	605
2749	6629	602
2750	6630	600
2751	6632	597
2752	6633	595
2753	6634	592
2754	6635	590
2755	6636	587
2756	6638	585
2757	6639	582
2758	6640	580
2759	6641	577
2760	6642	575
2761	6643	572
2762	6645	569
2763	6646	567
2764	6647	564
2765	6648	562
2766	6649	559
2767	6650	557
2768	6652	554
2769	6653	552
2770	6654	549
2771	6655	547
2772	6656	544
2773	6658	542
2774	6659	539
2775	6660	537
2776	6661	534
2777	6663	532
2778	6664	529
2779	6665	527
2780	6666	524
2781	6667	522
2782	6668	519
2783	6669	517
2784	6671	515
2785	6672	512
2786	6673	510
2787	6674	507
2788	6675	505
2789	6676	502
2790	6677	500
2791	6679	497
2792	6679	495
2793	6680	492
2794	6682	490
2795	6683	487
2796	6684	485
2797	6685	482
2798	6687	480
2799	6688	477
2800	6689	475
2801	6690	472
2802	6691	470
2803	6692	467
2804	6694	465
2805	6695	462
2806	6696	460
2807	6697	457
2808	6698	455
2809	6700	453
2810	6701	450
2811	6702	448
2812	6704	445
2813	6705	443
2814	6706	440
2815	6708	438
2816	6710	435
2817	6710	433
2818	6711	430
2819	6714	428
2820	6715	426
2821	6716	423
2822	6718	421
2823	6720	418
2824	6721	416
2825	6722	413
2826	6723	411
2827	6724	408
2828	6725	406
2829	6726	404
2830	6727	401
2831	6728	399
2832	6730	396
2833	6731	394
2834	6732	391
2835	6733	389
2836	6734	386
2837	6735	384
2838	6737	382
2839	6738	379
2840	6740	377
2841	6741	374
2842	6742	372
2843	6743	369
2844	6744	367
2845	6746	365
2846	6747	362
2847	6748	360
2848	6750	357
2849	6751	355
2850	6752	352
2851	6753	350
2852	6754	348
2853	6756	345
2854	6757	343
2855	6758	340
2856	6759	338
2857	6761	335
2858	6762	333
2859	6763	331
2860	6765	328
2861	6766	326
2862	6767	323
2863	6769	321
2864	6770	319
2865	6771	316
2866	6773	314
2867	6774	311
2868	6776	309
2869	6777	307
2870	6778	304
2871	6779	302
2872	6781	299
2873	6782	297
2874	6783	294
2875	6784	292
2876	6786	290
2877	6787	287
2878	6788	285
2879	6789	282
2880	6790	280
2881	6792	278
2882	6793	275
2883	6795	273
2884	6796	270
2885	6797	268
2886	6798	266
2887	6799	263
2888	6800	261
2889	6802	258
2890	6803	256
2891	6804	254
2892	6805	251
2893	6806	249
2894	6807	246
2895	6809	244
2896	6810	242
2897	6811	239
2898	6812	237
2899	6814	234
2900	6815	232
2901	6816	230
2902	6818	227
2903	6819	225
2904	6820	223
2905	6821	220
2906	6822	218
2907	6823	215
2908	6824	213
2909	6825	211
2910	6826	208
2911	6827	206
2912	6829	203
2913	6830	201
2914	6832	199
2915	6833	196
2916	6835	194
2917	6836	192
2918	6837	189
2919	6839	187
2920	6840	185
2921	6841	182
2922	6842	180
2923	6843	177
2924	6845	175
2925	6847	173
2926	6848	170
2927	6849	168
2928	6850	166
2929	6852	163
2930	6853	161
2931	6854	158
2932	6855	156
2933	6857	154
2934	6858	151
2935	6859	149
2936	6860	147
2937	6862	144
2938	6864	142
2939	6865	140
2940	6866	137
2941	6868	135
2942	6869	133
2943	6870	130
2944	6871	128
2945	6873	125
2946	6874	123
2947	6875	121
2948	6876	118
2949	6878	116
2950	6879	114
2951	6880	111
2952	6882	109
2953	6883	107
2954	6884	104
2955	6886	102
2956	6887	100
2957	6888	97
2958	6889	95
2959	6891	93
2960	6892	90
2961	6893	88
2962	6894	86
2963	6895	83
2964	6897	81
2965	6899	79
2966	6900	76
2967	6901	74
2968	6903	72
2969	6904	69
2970	6905	67
2971	6906	65
2972	6907	62
2973	6909	60
2974	6910	58
2975	6911	55
2976	6912	53
2977	6914	51
2978	6915	48
2979	6917	46
2980	6918	44
2981	6919	41
2982	6920	39
2983	6922	37
2984	6923	34
2985	6925	32
2986	6926	30
2987	6928	27
2988	6929	25
2989	6930	23
2990	6931	20
2991	6933	18
2992	6934	16
2993	6935	13
2994	6936	11
2995	6937	9
2996	6939	6
2997	6940	4
2998	6941	2
2999	6942	0
	4
2998	6432	2
2999	6434	0
